CODIGO,NUMHORASDISC,NOTA,NOTAVS,FREQUENCIA,CODSITDISCIPLINA,IDCARACTERISTICADISCIPLINA,DESCRICAO,ANOSEMESTRE
CGI00001,300,058,100,S,V,105,Atividade Continuada,20151
